 PRODUCTION/INJECTION RESULTS
   TIME   PL      QWI     PR       QOP      QWP     WC
  277.50  220.27  -25.00  200.00   16.65   -0.00   -0.00
  280.00  220.33  -25.00  200.00   16.65   -0.00   -0.00
  282.50  220.40  -25.00  200.00   16.65   -0.00   -0.00
  285.00  220.49  -25.00  200.00   16.64   -0.00   -0.00
  287.50  220.59  -25.00  200.00   16.64   -0.00   -0.00
  290.00  220.68  -25.00  200.00   16.64   -0.00   -0.00
  292.50  220.74  -25.00  200.00   16.65   -0.00   -0.00
  295.00  220.73  -25.00  200.00   16.68   -0.00   -0.00
  297.50  220.74  -25.00  200.00   16.67   -0.00   -0.00
  300.00  220.78  -25.00  200.00   16.66   -0.00   -0.00
  302.50  220.85  -25.00  200.00   16.65   -0.00   -0.00
  305.00  220.92  -25.00  200.00   16.65   -0.00   -0.00
  307.50  220.98  -25.00  200.00   16.65   -0.00   -0.00
  310.00  221.04  -25.00  200.00   16.65   -0.00   -0.00
  312.50  221.12  -25.00  200.00   16.64   -0.00   -0.00
  315.00  221.23  -25.00  200.00   16.63   -0.00   -0.00
  317.50  221.32  -25.00  200.00   16.63   -0.00   -0.00
  320.00  221.41  -25.00  200.00   16.64   -0.00   -0.00
  322.50  221.40  -25.00  200.00   16.68   -0.00   -0.00
  325.00  221.40  -25.00  200.00   16.68   -0.00   -0.00
  327.50  221.43  -25.00  200.00   16.66   -0.00   -0.00
  330.00  221.49  -25.00  200.00   16.65   -0.00   -0.00
  332.50  221.56  -25.00  200.00   16.64   -0.00   -0.00
  335.00  221.62  -25.00  200.00   16.65   -0.00   -0.00
  337.50  221.69  -25.00  200.00   16.64   -0.00   -0.00
  340.00  221.76  -25.00  200.00   16.64   -0.00   -0.00
  342.50  221.86  -25.00  200.00   16.63   -0.00   -0.00
  345.00  221.95  -25.00  200.00   16.63   -0.00   -0.00
  347.50  222.06  -25.00  200.00   16.62   -0.00   -0.00
  350.00  222.07  -25.00  200.00   16.67   -0.00   -0.00
  352.50  222.06  -25.00  200.00   16.68   -0.00   -0.00
  355.00  222.08  -25.00  200.00   16.66   -0.00   -0.00
  357.50  222.14  -25.00  200.00   16.65   -0.00   -0.00
  360.00  222.21  -25.00  200.00   16.64   -0.00   -0.00
  362.50  222.27  -25.00  200.00   16.64   -0.00   -0.00
  365.00  222.33  -25.00  200.00   16.64   -0.00   -0.00
  367.50  222.40  -25.00  200.00   16.64   -0.00   -0.00
  370.00  222.49  -25.00  200.00   16.63   -0.00   -0.00
  372.50  222.59  -25.00  200.00   16.62   -0.00   -0.00
  375.00  222.69  -25.00  200.00   16.62   -0.00   -0.00
  377.50  222.74  -25.00  200.00   16.65   -0.00   -0.00
  380.00  222.73  -25.00  200.00   16.68   -0.00   -0.00
  382.50  222.74  -25.00  200.00   16.67   -0.00   -0.00
  385.00  222.78  -25.00  200.00   16.65   -0.00   -0.00
  387.50  222.85  -25.00  200.00   16.63   -0.00   -0.00
  390.00  222.91  -25.00  200.00   16.64   -0.00   -0.00
  392.50  222.97  -25.00  200.00   16.64   -0.00   -0.00
  395.00  223.04  -25.00  200.00   16.64   -0.00   -0.00
  397.50  223.12  -25.00  200.00   16.63   -0.00   -0.00
  400.00  223.22  -25.00  200.00   16.61   -0.00   -0.00
